,Product_Title,Price,Shop_Name,Category,Availability,G-Price
9,LOGITECH MX MASTER 3 ADVANCED WIRELESS 7 BUTTON MOUSE,9500,TECHLAND,Mouse,In Stock,9500.0
23,LOGITECH G903 LIGHTSPEED HERO RGB WIRELESS GAMING MOUSE,11000,STARTECH,Mouse,In Stock,11000.0
26,LOGITECH G502 LIGHTSPEED HERO SENSOR LIGHTSYNC RGB WIRELESS GAMING MOUSE,11200,STARTECH,Mouse,In Stock,11200.0
62,LOGITECH MX MASTER 3 ADVANCED WIRELESS 7 BUTTON MOUSE,9900,Skyland,Mouse,In Stock,9900.0
73,ASUS TUF GAMING HEADSET WL,8200,COMPUTER VILLAGE,Mouse,In Stock,8200.0
74,ASUS ROG PUGIO II RGB GAMING MOUSE,8500,COMPUTER VILLAGE,Mouse,In Stock,8500.0
75,ASUS ROG KERIS WIRELESS GAMING MOUSE,7500,COMPUTER VILLAGE,Mouse,In Stock,7500.0
79,FANTECH HELIOS GO XD5 USB TYPE-C WIRELESS GAMING RGB MOUSE,6850,COMPUTER VILLAGE,Mouse,In Stock,6850.0
96,XTRFY MZ1 RGB ULTRA-LIGHT WIRELESS ERGONOMIC GAMING MOUSE (ZY’S RAIL),7500,TECHLAND,Mouse,In Stock,7500.0
97,XTRFY MZ1 RGB ULTRA-LIGHT WIRELESS ERGONOMIC GAMING MOUSE (WHITE),12500,TECHLAND,Mouse,In Stock,12500.0
98,XTRFY MZ1 RGB ULTRA-LIGHT WIRELESS ERGONOMIC GAMING MOUSE (BLACK),12500,TECHLAND,Mouse,In Stock,12500.0
168,XTRFY M42 RGB ULTRA-LIGHT WIRELESS SYMMETRICAL GAMING MOUSE (BLACK),10500,TECHLAND,Mouse,In Stock,10500.0
170,XTRFY M4 RGB ULTRA-LIGHT WIRELESS ERGONOMIC GAMING MOUSE (WHITE),10500,TECHLAND,Mouse,In Stock,10500.0
171,XTRFY M4 RGB ULTRA-LIGHT WIRELESS ERGONOMIC GAMING MOUSE (BLACK),10500,TECHLAND,Mouse,In Stock,10500.0
172,XTRFY M4 RGB ULTRA-LIGHT WIRED ERGONOMIC GAMING MOUSE (TOKYO),7300,TECHLAND,Mouse,In Stock,7300.0
193,MICROSOFT SURFACE ARC (BLACK) BLUETOOTH MOUSE #ELG-00001,8800,RYANS,Mouse,In Stock,8800.0
266,BENQ ZOWIE S2 MOUSE FOR E-SPORTS (SMALL),8700,TECHLAND,Mouse,In Stock,8700.0
314,ASUS XA04 STRIX SCOPE DELUXE MECHANICAL GAMING KEYBOARD,12500,COMPUTER VILLAGE,Mouse,In Stock,12500.0
315,MICROSOFT SURFACE ARC BLUETOOTH MOUSE,9000,COMPUTER VILLAGE,Mouse,In Stock,9000.0
319,ASUS ROG PUGIO II AMBIDEXTROUS LIGHTWEIGHT WIRELESS GAMING MOUSE,6500,TECHLAND,Mouse,In Stock,6500.0
320,XTRFY M42 RGB RETRO ULTRA-LIGHT SYMMETRICAL GAMING MOUSE,7500,TECHLAND,Mouse,In Stock,7500.0
327,BENQ ZOWIE EC1-B ERGONOMIC GAMING MOUSE,7250,TECHLAND,Mouse,In Stock,7250.0
341,RAZER BASILISK V2 RGB GAMING MOUSE,7600,Skyland,Mouse,In Stock,7600.0
342,RAZER DEATHADDER V2 CHROMA RGB GAMING MOUSE,6500,Skyland,Mouse,Out of stock,6500.0
345,LOGITECH G403 PRODIGY USB GAMING MOUSE,6500,Skyland,Mouse,In Stock,6500.0
346,GLORIOUS MODEL O- WIRELESS GAMING MOUSE,9000,Skyland,Mouse,Out of stock,9000.0
347,GLORIOUS MODEL D WIRELESS GAMING MOUSE,9000,Skyland,Mouse,Out of stock,9000.0
348,GLORIOUS MODEL O WIRELESS GAMING MOUSE,9300,Skyland,Mouse,In Stock,9300.0
414,LOGITECH G502 LIGHTSPEED RGB WIRELESS GAMING MOUSE WITH HERO 25K SENSOR,11200,TECHLAND,Mouse,In Stock,11200.0
445,RAZER NAGA TRINITY – MULTI-COLOR WIRED MMO GAMING MOUSE,8100,Skyland,Mouse,In Stock,8100.0
448,CORSAIR IRONCLAW WIRELESS BLUETOOTH USB GAMING MOUSE BLACK,8200,Skyland,Mouse,In Stock,8200.0
451,LOGITECH MX MASTER 2S WIRELESS MOUSE,8500,Skyland,Mouse,In Stock,8500.0
483,LOGITECH M720 TRIATHLON MULTI DEVICE BLUETOOTH MOUSE,6500,TECHLAND,Mouse,In Stock,6500.0
497,CORSAIR IRONCLAW WIRELESS BLUETOOTH USB GAMING MOUSE BLACK,7450,COMPUTER VILLAGE,Mouse,In Stock,7450.0
502,LOGITECH G502 HERO HIGH PERFORMANCE RGB GAMING MOUSE,6500,COMPUTER VILLAGE,Mouse,In Stock,6500.0
553,RAZER VIPER 8KHZ AMBIDEXTROUS ESPORTS GAMING MOUSE,8000,Skyland,Mouse,In Stock,8000.0
576,LOGITECH G403 HERO LIGHTSYNC RGB LIGHTING USB GAMING MOUSE,6500,COMPUTER VILLAGE,Mouse,In Stock,6500.0
665,APPLE MAGIC MOUSE 2 SPACE GRAY #MRME2LL/A MRME2ZA/A,10500,COMPUTER VILLAGE,Mouse,In Stock,10500.0
734,RAZER BASILISK V3 CUSTOMIZABLE RGB GAMING MOUSE,7500,Skyland,Mouse,In Stock,7500.0
783,ASUS P704 ROG CHAKRAM 2.4GHZ RGB WIRELESS GAMING MOUSE WITH QI CHARGING,12500,TECHLAND,Mouse,In Stock,12500.0
786,RAZER BASILISK V2 WIRED ERGONOMIC GAMING MOUSE,7300,TECHLAND,Mouse,In Stock,7300.0
815,LOGITECH G403 HERO LIGHTSYNC RGB LIGHTING USB GAMING MOUSE,6500,Skyland,Mouse,In Stock,6500.0
922,CORSAIR DARK CORE RGB PRO SE WIRELESS GAMING MOUSE,10500,Skyland,Mouse,Out of stock,10500.0
953,FANTECH HELIOS GO XD5 WIRELESS RGB GAMING MOUSE (WHITE),6750,TECHLAND,Mouse,In Stock,6750.0
995,ASUS P510 ROG STRIX IMPACT II WIRELESS GAMING MOUSE,6700,Skyland,Mouse,In Stock,6700.0
1004,RAZER MAMBA ELITE GAMING MOUSE,7500,Skyland,Mouse,In Stock,7500.0
1010,FANTECH HELIOS GO XD5 WIRELESS RGB GAMING MOUSE,6750,TECHLAND,Mouse,In Stock,6750.0
1017,CORSAIR IRONCLAW RGB WIRELESS GAMING MOUSE,7500,TECHLAND,Mouse,In Stock,7500.0
1018,CORSAIR DARK CORE RGB PRO SE WIRELESS GAMING MOUSE,10000,TECHLAND,Mouse,In Stock,10000.0
1079,ASUS P511 ROG CHAKRAM CORE WIRED GAMING MOUSE,6500,TECHLAND,Mouse,In Stock,6500.0
1089,STEEL SERIES RIVAL 710 M-00015 7 BUTTON RGB GAMING MOUSE BLACK,10200,Skyland,Mouse,In Stock,10200.0
1094,XTRFY M4 RGB ULTRA-LIGHT GAMING MOUSE TOKYO (LIMITED EDITION),7300,Skyland,Mouse,In Stock,7300.0
1095,XTRFY MZ1 RGB WIRELESS ULTRA-LIGHT GAMING MOUSE WHITE,12500,Skyland,Mouse,In Stock,12500.0
1096,XTRFY M4 RGB WIRELESS ULTRA-LIGHT GAMING MOUSE WHITE,10500,Skyland,Mouse,In Stock,10500.0
1101,BENQ ZOWIE EC1 WIRED BLACK GAMING MOUSE,6400,RYANS,Mouse,In Stock,6400.0
1102,ASUS ROG CHAKRAM CORE P511 RGB BLACK WIRED GAMING MOUSE,6500,RYANS,Mouse,In Stock,6500.0
1103,FANTECH HELIOS XD5 RGB WIRELESS BLACK GAMING MOUSE,6850,RYANS,Mouse,In Stock,6850.0
1104,FANTECH HELIOS XD5 SPACE EDITION WIRELESS WHITE GAMING MOUSE,6850,RYANS,Mouse,In Stock,6850.0
1105,LOGITECH MX MASTER 2S BLACK BLUETOOTH MOUSE,6900,RYANS,Mouse,In Stock,6900.0
1106,MICROSOFT SURFACE ARC (LILAC) BLUETOOTH MOUSE #ELG-00026,7900,RYANS,Mouse,In Stock,7900.0
1107,MICROSOFT SURFACE ARC (SOFT PINK) BLUETOOTH MOUSE #ELG-00027,7900,RYANS,Mouse,In Stock,7900.0
1108,MICROSOFT SURFACE ARC (LIGHT GRAY) BLUETOOTH MOUSE #CZV-00001/FHD-00001/CZV-00005,9000,RYANS,Mouse,In Stock,9000.0
1109,MICROSOFT SURFACE ARC (ICE BLUE) BLUETOOTH MOUSE #CZV-00065,9000,RYANS,Mouse,In Stock,9000.0
1110,STEELSERIES RIVAL 710 WIRED BLACK GAMING MOUSE,9300,RYANS,Mouse,In Stock,9300.0
1111,APPLE MAGIC MOUSE 2 SILVER #MLA02ZA/A MLA02LL/A MLA02ZM/A,10000,RYANS,Mouse,In Stock,10000.0
1112,CORSAIR DARK CORE RGB PRO SE WIRELESS GAMING MOUSE #CH-9315511-AP,10000,RYANS,Mouse,In Stock,10000.0
1113,CORSAIR SCIMITAR RGB ELITE OPTICAL MOBA/MMO WIRED BLACK GAMING MOUSE #CH-9304211-AP,10200,RYANS,Mouse,In Stock,10200.0
1114,LOGITECH MX MASTER 3 WIRELESS BLACK MOUSE,10259,RYANS,Mouse,In Stock,10259.0
1115,CORSAIR SABRE RGB PRO CHAMPION SERIES ULTRA-LIGHTWEIGHT FPS/MOBA WIRELESS BLACK GAMING MOUSE #CH-9313211-AP,11300,RYANS,Mouse,In Stock,11300.0
1116,LOGITECH G PRO LIGHTSPEED WIRELESS GAMING MOUSE #910-005274,12199,RYANS,Mouse,In Stock,12199.0
1126,RAZER DEATHADDER V2 X HYPERSPEED WIRELESS ERGONOMIC GAMING MOUSE,6400,STARTECH,Mouse,In Stock,6400.0
1127,BENQ ZOWIE FK2 GAMING MOUSE,6450,STARTECH,Mouse,In Stock,6450.0
1128,VERTUX PHOENIX EXTREME PERFORMANCE PROFESSIONAL GAMING LUMIFLUX MOUSE,6490,STARTECH,Mouse,In Stock,6490.0
1129,BENQ ZOWIE EC1-B USB E-SPORTS GAMING MOUSE,6500,STARTECH,Mouse,In Stock,6500.0
1130,ASUS P511 ROG CHAKRAM CORE GAMING MOUSE,6800,STARTECH,Mouse,In Stock,6800.0
1131,FANTECH HELIOS GO XD5 USB TYPE-C WIRELESS RGB GAMING MOUSE,6850,STARTECH,Mouse,In Stock,6850.0
1132,FANTECH HELIOS GO XD5 USB TYPE-C WIRELESS RGB GAMING MOUSE SPACE EDITION,6850,STARTECH,Mouse,In Stock,6850.0
1133,BENQ ZOWIE EC2-B USB E-SPORTS GAMING MOUSE,6950,STARTECH,Mouse,In Stock,6950.0
1134,LOGITECH MX MASTER 2S WIRELESS MOUSE,7000,STARTECH,Mouse,In Stock,7000.0
1135,CORSAIR IRONCLAW WIRELESS BLUETOOTH USB GAMING MOUSE BLACK,7500,STARTECH,Mouse,In Stock,7500.0
1137,ASUS ROG GLADIUS III WIRELESS GAMING MOUSE,8200,STARTECH,Mouse,In Stock,8200.0
1142,LOGITECH G PRO WIRELESS GAMING MOUSE,12199,TECHLAND,Mouse,In Stock,12199.0
1158,XTRFY MZ1 RGB WIRELESS ULTRA-LIGHT GAMING MOUSE,12500,Skyland,Mouse,In Stock,12500.0
1159,XTRFY MZ1 RGB ULTRA-LIGHT GAMING MOUSE,7500,Skyland,Mouse,In Stock,7500.0
1160,XTRFY M4 RGB WIRELESS ULTRA-LIGHT GAMING MOUSE,10500,Skyland,Mouse,In Stock,10500.0
1161,XTRFY M42 RGB WIRELESS ULTRA-LIGHT GAMING MOUSE,10500,Skyland,Mouse,In Stock,10500.0
1162,XTRFY M42 RGB RETRO ULTRA-LIGHT GAMING MOUSE,7500,Skyland,Mouse,In Stock,7500.0
1169,MICROSOFT SURFACE ARC BLUETOOTH MOUSE,8500,STARTECH,Mouse,In Stock,8500.0
1170,ASUS ROG PUGIO II RGB GAMING MOUSE,6500,STARTECH,Mouse,In Stock,6500.0
1171,STEEL SERIES RIVAL 710 M-00015 7 BUTTON RGB GAMING MOUSE BLACK,9300,STARTECH,Mouse,In Stock,9300.0
1172,LOGITECH MX MASTER 3 ADVANCED WIRELESS 7 BUTTON MOUSE,10259,STARTECH,Mouse,In Stock,10259.0
1173,LOGITECH G PRO WIRELESS GAMING MOUSE,12199,STARTECH,Mouse,In Stock,12199.0
1192,XTRFY M42 RGB RETRO ULTRA-LIGHT GAMING MOUSE,7500,STARTECH,Mouse,In Stock,7500.0
1193,XTRFY M42 RGB WIRELESS ULTRA-LIGHT GAMING MOUSE,10500,STARTECH,Mouse,In Stock,10500.0
